time; cam; ref; diff
1597488739.2189662; 27.015; 26.812; 0.203
1597488739.321794; 27.010; 26.812; 0.198
1597488739.4395735; 27.010; 26.812; 0.198
1597488739.5458076; 27.004; 26.750; 0.254
1597488739.6871517; 27.004; 26.750; 0.254
1597488739.794561; 27.010; 26.750; 0.260
1597488739.9067786; 27.010; 26.750; 0.260
1597488740.0320845; 27.009; 26.750; 0.259
1597488740.1480172; 27.009; 26.750; 0.259
1597488740.2618535; 27.013; 26.750; 0.263
1597488740.3702855; 27.013; 26.750; 0.263
1597488740.4842057; 27.019; 26.750; 0.269
1597488740.603584; 27.019; 26.750; 0.269
1597488740.726942; 27.028; 26.750; 0.278
1597488740.8112705; 27.028; 26.750; 0.278
1597488740.9182134; 27.035; 26.750; 0.285
1597488741.0278678; 27.035; 26.750; 0.285
1597488741.1453388; 27.074; 26.750; 0.324
1597488741.2887886; 27.074; 26.750; 0.324
1597488741.4012215; 27.072; 26.687; 0.385
1597488741.4804766; 27.072; 26.687; 0.385
1597488741.609157; 27.062; 26.687; 0.375
1597488741.6885507; 27.062; 26.687; 0.375
1597488741.861813; 27.057; 26.687; 0.370
1597488741.937295; 27.057; 26.687; 0.370
1597488742.0733497; 27.050; 26.687; 0.363
1597488742.1759558; 27.050; 26.625; 0.425
1597488742.30858; 27.043; 26.625; 0.418
1597488742.4160151; 27.043; 26.625; 0.418
1597488742.5052922; 27.019; 26.625; 0.394
1597488742.6410236; 27.019; 26.625; 0.394
1597488742.7365925; 27.015; 26.625; 0.390
1597488742.8492746; 27.015; 26.625; 0.390
1597488742.9636574; 27.009; 26.625; 0.384
1597488743.082304; 27.009; 26.625; 0.384
1597488743.207583; 27.007; 26.687; 0.320
1597488743.3179407; 27.007; 26.687; 0.320
1597488743.433081; 27.031; 26.687; 0.344
1597488743.541958; 27.031; 26.687; 0.344
1597488743.6393964; 27.038; 26.687; 0.351
1597488743.7671607; 27.038; 26.687; 0.351
1597488743.8742304; 27.026; 26.687; 0.339
1597488743.985648; 27.026; 26.687; 0.339
1597488744.1039348; 27.056; 26.750; 0.306
1597488744.2162244; 27.056; 26.750; 0.306
1597488744.3521008; 27.066; 26.750; 0.316
1597488744.4837148; 27.066; 26.750; 0.316
1597488744.5960486; 27.066; 26.750; 0.316
1597488744.7032468; 27.066; 26.750; 0.316
1597488744.831037; 27.067; 26.750; 0.317
1597488744.9373324; 27.067; 26.812; 0.255
1597488745.011207; 27.070; 26.812; 0.258
1597488745.1363895; 27.070; 26.812; 0.258
1597488745.265394; 27.060; 26.812; 0.248
1597488745.3897998; 27.060; 26.812; 0.248
1597488745.4941623; 27.056; 26.812; 0.244
1597488745.6057374; 27.056; 26.812; 0.244
1597488745.718354; 27.049; 26.812; 0.237
1597488745.8170595; 27.049; 26.750; 0.299
1597488745.9408379; 27.029; 26.750; 0.279
1597488746.0611136; 27.029; 26.750; 0.279
1597488746.1741133; 27.027; 26.750; 0.277
1597488746.2674644; 27.027; 26.750; 0.277
1597488746.403224; 27.062; 26.750; 0.312
1597488746.5248451; 27.062; 26.750; 0.312
1597488746.615202; 27.055; 26.750; 0.305
1597488746.7457156; 27.055; 26.687; 0.368
1597488746.8574405; 27.051; 26.687; 0.364
1597488746.9523356; 27.051; 26.687; 0.364
1597488747.0911024; 27.037; 26.687; 0.350
1597488747.1783378; 27.037; 26.687; 0.350
1597488747.2962885; 26.997; 26.687; 0.310
1597488747.4402199; 26.997; 26.687; 0.310
1597488747.5578234; 26.990; 26.750; 0.240
1597488747.6631203; 26.990; 26.750; 0.240
1597488747.7701006; 27.003; 26.750; 0.253
1597488747.8647327; 27.003; 26.750; 0.253
1597488747.977122; 27.007; 26.750; 0.257
1597488748.1101363; 27.007; 26.750; 0.257
1597488748.2243602; 27.003; 26.750; 0.253
1597488748.3420897; 27.003; 26.750; 0.253
1597488748.4443104; 27.033; 26.687; 0.346
1597488748.5457864; 27.033; 26.687; 0.346
1597488748.658253; 27.030; 26.687; 0.343
1597488748.7944467; 27.030; 26.687; 0.343
1597488748.9086316; 27.022; 26.687; 0.335
1597488749.0370312; 27.022; 26.687; 0.335
1597488749.147176; 27.012; 26.687; 0.325
1597488749.2449996; 27.012; 26.687; 0.325
1597488749.3566706; 26.997; 26.750; 0.247
1597488749.459293; 26.997; 26.750; 0.247
1597488749.5754592; 26.998; 26.750; 0.248
1597488749.6756074; 26.998; 26.750; 0.248
1597488749.7997377; 27.000; 26.750; 0.250
1597488749.9149196; 27.000; 26.750; 0.250
1597488750.0398092; 27.036; 26.750; 0.286
1597488750.1702397; 27.036; 26.750; 0.286
1597488750.2886531; 27.039; 26.750; 0.289
1597488750.392393; 27.039; 26.750; 0.289
1597488750.4891646; 27.038; 26.750; 0.288
1597488750.5944896; 27.038; 26.750; 0.288
1597488750.7105763; 27.024; 26.750; 0.274
1597488750.8076136; 27.024; 26.750; 0.274
1597488750.9393883; 27.028; 26.750; 0.278
1597488751.0399234; 27.028; 26.750; 0.278
1597488751.1869102; 27.041; 26.812; 0.229
1597488751.311945; 27.041; 26.812; 0.229
1597488751.4010842; 27.043; 26.812; 0.231
1597488751.5359719; 27.043; 26.812; 0.231
1597488751.6451538; 27.046; 26.812; 0.234
1597488751.757952; 27.046; 26.812; 0.234
1597488751.8752093; 27.081; 26.812; 0.269
1597488751.9709992; 27.081; 26.750; 0.331
1597488752.0904481; 27.087; 26.750; 0.337
1597488752.210277; 27.087; 26.750; 0.337
1597488752.3496547; 27.101; 26.750; 0.351
1597488752.4565997; 27.101; 26.750; 0.351
1597488752.5456824; 27.099; 26.750; 0.349
1597488752.6277943; 27.099; 26.750; 0.349
1597488752.7840273; 27.106; 26.750; 0.356
1597488752.8971002; 27.106; 26.750; 0.356
1597488752.9884002; 27.109; 26.750; 0.359
1597488753.1232853; 27.109; 26.750; 0.359
1597488753.2408347; 27.113; 26.750; 0.363
1597488753.3618636; 27.113; 26.750; 0.363
1597488753.4770386; 27.119; 26.750; 0.369
1597488753.5531087; 27.119; 26.750; 0.369
1597488753.6807606; 27.115; 26.750; 0.365
1597488753.8060374; 27.115; 26.812; 0.303
1597488753.9047382; 27.127; 26.812; 0.315
1597488754.012021; 27.127; 26.812; 0.315
1597488754.132244; 27.133; 26.812; 0.321
1597488754.2355616; 27.133; 26.812; 0.321
1597488754.3681433; 27.130; 26.812; 0.318
1597488754.4720776; 27.130; 26.812; 0.318
1597488754.585499; 27.129; 26.812; 0.317
1597488754.71133; 27.129; 26.812; 0.317
1597488754.8414786; 27.141; 26.812; 0.329
1597488754.9541485; 27.141; 26.812; 0.329
1597488755.0711532; 27.121; 26.812; 0.309
1597488755.156138; 27.121; 26.812; 0.309
1597488755.29876; 27.110; 26.812; 0.298
1597488755.3650932; 27.110; 26.812; 0.298
1597488755.496759; 27.102; 26.812; 0.290
1597488755.6390119; 27.102; 26.687; 0.415
1597488755.7336915; 27.088; 26.687; 0.401
1597488755.847808; 27.088; 26.687; 0.401
1597488756.0015094; 27.082; 26.687; 0.395
1597488756.0931647; 27.082; 26.687; 0.395
1597488756.2037854; 27.082; 26.687; 0.395
1597488756.3239589; 27.082; 26.687; 0.395
1597488756.3916588; 27.080; 26.687; 0.393
1597488756.527219; 27.080; 26.750; 0.330
1597488756.6607957; 27.080; 26.750; 0.330
1597488756.7885315; 27.080; 26.750; 0.330
1597488756.8972821; 27.079; 26.750; 0.329
1597488756.9652674; 27.079; 26.750; 0.329
1597488757.124966; 27.068; 26.750; 0.318
1597488757.2405972; 27.068; 26.750; 0.318
1597488757.3229394; 27.069; 26.687; 0.382
1597488757.455848; 27.069; 26.687; 0.382
1597488757.5686016; 27.063; 26.687; 0.376
1597488757.6643853; 27.063; 26.687; 0.376
1597488757.7774634; 27.099; 26.687; 0.412
1597488757.8902721; 27.099; 26.687; 0.412
1597488758.0410085; 27.109; 26.687; 0.422
1597488758.1281142; 27.109; 26.687; 0.422
1597488758.275899; 27.084; 26.750; 0.334
1597488758.3712692; 27.084; 26.750; 0.334
1597488758.466819; 27.090; 26.750; 0.340
1597488758.6043396; 27.090; 26.750; 0.340
1597488758.6950457; 27.084; 26.750; 0.334
1597488758.7905354; 27.084; 26.750; 0.334
1597488758.91456; 27.086; 26.750; 0.336
1597488759.0552297; 27.086; 26.812; 0.274
1597488759.1859715; 27.093; 26.812; 0.281
1597488759.2901704; 27.093; 26.812; 0.281
1597488759.3800843; 27.099; 26.812; 0.287
1597488759.4889915; 27.099; 26.812; 0.287
1597488759.6244876; 27.121; 26.812; 0.309
1597488759.7445414; 27.121; 26.812; 0.309
1597488759.8395936; 27.117; 26.812; 0.305
1597488759.9020152; 27.117; 26.812; 0.305
1597488760.0951397; 27.102; 26.812; 0.290
1597488760.191583; 27.102; 26.812; 0.290
1597488760.2964118; 27.097; 26.812; 0.285
1597488760.374107; 27.097; 26.812; 0.285
1597488760.548219; 27.075; 26.812; 0.263
1597488760.6274076; 27.075; 26.812; 0.263
1597488760.7619216; 27.060; 26.812; 0.248
1597488760.8547683; 27.060; 26.625; 0.435
1597488761.0011775; 27.049; 26.625; 0.424
1597488761.0944293; 27.049; 26.625; 0.424
1597488761.1751118; 27.052; 26.625; 0.427
1597488761.3310635; 27.052; 26.625; 0.427
1597488761.447672; 27.042; 26.625; 0.417
1597488761.5578284; 27.042; 26.625; 0.417
1597488761.6770408; 27.036; 26.625; 0.411
1597488761.7503903; 27.036; 26.750; 0.286
1597488761.911121; 27.025; 26.750; 0.275
1597488762.0036254; 27.025; 26.750; 0.275
1597488762.1068003; 27.013; 26.750; 0.263
1597488762.2292392; 27.013; 26.750; 0.263
1597488762.3367496; 26.999; 26.750; 0.249
1597488762.4757905; 26.999; 26.750; 0.249
1597488762.5652401; 26.986; 26.750; 0.236
1597488762.6846137; 26.986; 26.812; 0.174
1597488762.7963912; 26.988; 26.812; 0.176
1597488762.9031532; 26.988; 26.812; 0.176
1597488763.0555003; 26.990; 26.812; 0.178
1597488763.1740701; 26.990; 26.812; 0.178
1597488763.2380693; 26.971; 26.812; 0.159
1597488763.3900635; 26.971; 26.812; 0.159
1597488763.5059361; 26.970; 26.625; 0.345
1597488763.6206198; 26.970; 26.625; 0.345
1597488763.703963; 26.953; 26.625; 0.328
1597488763.8476758; 26.953; 26.625; 0.328
1597488763.9641597; 26.948; 26.625; 0.323
1597488764.0753675; 26.948; 26.625; 0.323
1597488764.1912975; 26.940; 26.625; 0.315
1597488764.2827082; 26.940; 26.625; 0.315
1597488764.4211347; 26.935; 26.625; 0.310
1597488764.5323305; 26.935; 26.625; 0.310
1597488764.6233785; 26.945; 26.625; 0.320
1597488764.7474477; 26.945; 26.625; 0.320
1597488764.8598716; 26.942; 26.625; 0.317
1597488764.975614; 26.942; 26.625; 0.317
1597488765.0909092; 27.028; 26.625; 0.403
1597488765.1866007; 27.028; 26.625; 0.403
1597488765.315965; 27.000; 26.750; 0.250
1597488765.4369957; 27.000; 26.750; 0.250
1597488765.5497754; 26.982; 26.750; 0.232
1597488765.6614287; 26.982; 26.750; 0.232
1597488765.774417; 26.970; 26.750; 0.220
1597488765.8868797; 26.970; 26.750; 0.220
1597488766.0060594; 26.962; 26.750; 0.212
1597488766.1255202; 26.962; 26.687; 0.275
1597488766.2407243; 26.955; 26.687; 0.268
1597488766.3249958; 26.955; 26.687; 0.268
1597488766.440312; 26.950; 26.687; 0.263
1597488766.568447; 26.950; 26.687; 0.263
1597488766.6747108; 26.948; 26.687; 0.261
1597488766.7835817; 26.948; 26.687; 0.261
1597488766.895485; 26.960; 26.687; 0.273
1597488767.0410607; 26.960; 26.750; 0.210
1597488767.1301594; 27.029; 26.750; 0.279
1597488767.2326999; 27.029; 26.750; 0.279
1597488767.3586094; 27.052; 26.750; 0.302
1597488767.4644964; 27.052; 26.750; 0.302
1597488767.5699594; 27.049; 26.750; 0.299
1597488767.712777; 27.049; 26.750; 0.299
1597488767.831213; 27.028; 26.750; 0.278
1597488767.9374652; 27.028; 26.625; 0.403
1597488767.991476; 27.033; 26.625; 0.408
1597488768.172135; 27.033; 26.625; 0.408
1597488768.287206; 27.031; 26.625; 0.406
1597488768.3850327; 27.031; 26.625; 0.406
1597488768.4718475; 27.022; 26.625; 0.397
1597488768.6242168; 27.022; 26.625; 0.397
1597488768.7204545; 27.023; 26.625; 0.398
1597488769.9878736; 27.023; 26.687; 0.336
1597488770.0897164; 26.539; 26.687; -0.148
1597488770.2200158; 26.539; 26.687; -0.148
1597488770.2963114; 26.445; 26.687; -0.242
1597488770.448287; 26.445; 26.687; -0.242
1597488770.5647142; 26.138; 26.750; -0.612
1597488770.6541042; 26.138; 26.750; -0.612
1597488770.7952683; 26.090; 26.750; -0.660
1597488770.9181974; 26.090; 26.750; -0.660
1597488771.0189261; 26.070; 26.750; -0.680
1597488771.1278646; 26.070; 26.750; -0.680
1597488771.2449014; 26.073; 26.750; -0.677
1597488771.3497512; 26.073; 26.750; -0.677
1597488771.4859996; 26.087; 26.750; -0.663
1597488771.5654109; 26.087; 26.750; -0.663
1597488771.678823; 26.113; 26.750; -0.637
1597488771.8104274; 26.113; 26.750; -0.637
1597488771.9216752; 26.165; 26.750; -0.585
1597488772.0273807; 26.165; 26.750; -0.585
1597488772.1350517; 26.234; 26.750; -0.516
1597488772.2493596; 26.234; 26.750; -0.516
1597488772.375701; 26.275; 26.750; -0.475
1597488772.5064578; 26.275; 26.750; -0.475
1597488772.5744596; 26.417; 26.750; -0.333
1597488772.756307; 26.417; 26.750; -0.333
1597488772.8272898; 26.374; 26.750; -0.376
1597488772.9374893; 26.374; 26.750; -0.376
1597488773.0316823; 26.370; 26.750; -0.380
1597488773.157982; 26.370; 26.625; -0.255
1597488773.297868; 26.417; 26.625; -0.208
1597488773.389087; 26.417; 26.625; -0.208
1597488773.525677; 26.477; 26.625; -0.148
1597488773.642756; 26.477; 26.625; -0.148
1597488773.758313; 26.574; 26.625; -0.051
1597488773.868336; 26.574; 26.625; -0.051
1597488773.977288; 26.525; 26.625; -0.100
1597488774.094183; 26.525; 26.812; -0.287
1597488774.1851022; 26.527; 26.812; -0.285
1597488774.333719; 26.527; 26.812; -0.285
1597488774.4455454; 26.553; 26.812; -0.259
1597488774.546426; 26.553; 26.812; -0.259
1597488774.674182; 26.586; 26.812; -0.226
1597488774.7831788; 26.586; 26.812; -0.226
1597488774.8735764; 26.746; 26.812; -0.066
1597488775.0067463; 26.746; 26.750; -0.004
1597488775.1184607; 26.726; 26.750; -0.024
1597488775.2128766; 26.726; 26.750; -0.024
1597488775.3553216; 26.753; 26.750; 0.003
1597488775.469863; 26.753; 26.750; 0.003
1597488775.5809913; 26.788; 26.750; 0.038
1597488775.6735306; 26.788; 26.750; 0.038
1597488775.8094954; 26.846; 26.812; 0.034
1597488775.91844; 26.846; 26.812; 0.034
1597488776.0143573; 26.903; 26.812; 0.091
1597488776.1257555; 26.903; 26.812; 0.091
1597488776.2400293; 26.894; 26.812; 0.082
1597488776.3492236; 26.894; 26.812; 0.082
1597488776.4993758; 26.906; 26.812; 0.094
1597488776.5972219; 26.906; 26.812; 0.094
1597488776.7143202; 26.960; 26.812; 0.148
1597488776.8218741; 26.960; 26.812; 0.148
1597488776.9310691; 26.983; 26.812; 0.171
1597488777.0525699; 26.983; 26.812; 0.171
1597488777.186259; 27.002; 26.812; 0.190
1597488777.2776394; 27.002; 26.812; 0.190
1597488777.3502288; 26.987; 26.812; 0.175
1597488777.4894261; 26.987; 26.812; 0.175
1597488777.6312804; 26.984; 26.750; 0.234
1597488777.7513914; 26.984; 26.750; 0.234
1597488777.8648167; 27.027; 26.750; 0.277
1597488777.9534664; 27.027; 26.750; 0.277
1597488778.1015768; 27.059; 26.750; 0.309
1597488778.205836; 27.059; 26.750; 0.309
1597488778.3139844; 27.080; 26.750; 0.330
1597488778.4236736; 27.080; 26.750; 0.330
1597488778.539323; 27.115; 26.750; 0.365
1597488778.6517894; 27.115; 26.750; 0.365
1597488778.7672439; 27.156; 26.750; 0.406
1597488778.8871233; 27.156; 26.750; 0.406
1597488778.9757795; 27.218; 26.750; 0.468
1597488779.1115012; 27.218; 26.750; 0.468
1597488779.2241483; 27.283; 26.750; 0.533
1597488779.344516; 27.283; 26.625; 0.658
1597488779.4463415; 27.311; 26.625; 0.686
1597488779.5601356; 27.311; 26.625; 0.686
1597488779.6823242; 27.288; 26.625; 0.663
1597488779.7831895; 27.288; 26.625; 0.663
1597488779.906804; 27.281; 26.625; 0.656
1597488780.000272; 27.281; 26.625; 0.656
1597488780.1202734; 27.285; 26.625; 0.660
1597488780.2262704; 27.285; 26.750; 0.535
1597488780.3383756; 27.289; 26.750; 0.539
1597488780.4529173; 27.289; 26.750; 0.539
1597488780.5737534; 27.336; 26.750; 0.586
1597488780.7133663; 27.336; 26.750; 0.586
1597488780.8306663; 27.323; 26.750; 0.573
1597488780.934218; 27.323; 26.750; 0.573
1597488781.0442765; 27.315; 26.750; 0.565
1597488781.1616633; 27.315; 26.750; 0.565
1597488781.2750764; 27.317; 26.750; 0.567
1597488781.3953118; 27.317; 26.750; 0.567
1597488781.4895701; 27.320; 26.750; 0.570
1597488781.623028; 27.320; 26.750; 0.570
1597488781.7257528; 27.296; 26.750; 0.546
1597488781.8005545; 27.296; 26.750; 0.546
1597488781.956718; 27.284; 26.562; 0.722
1597488782.071525; 27.284; 26.562; 0.722
1597488782.164912; 27.280; 26.562; 0.718
1597488782.292852; 27.280; 26.562; 0.718
1597488782.3701298; 27.277; 26.562; 0.715
1597488782.5561001; 27.277; 26.562; 0.715
1597488782.6558378; 27.277; 26.562; 0.715
1597488782.755505; 27.277; 26.562; 0.715
1597488782.8751729; 27.292; 26.750; 0.542
1597488782.9842966; 27.292; 26.750; 0.542
1597488783.0788019; 27.278; 26.750; 0.528
1597488783.21481; 27.278; 26.750; 0.528
1597488783.3369343; 27.258; 26.750; 0.508
1597488783.4141858; 27.258; 26.750; 0.508
1597488783.5329432; 27.233; 26.750; 0.483
1597488783.6484199; 27.233; 26.750; 0.483
1597488783.780554; 27.214; 26.750; 0.464
1597488783.8708217; 27.214; 26.750; 0.464
1597488783.9875894; 27.203; 26.750; 0.453
1597488784.1035466; 27.203; 26.750; 0.453
1597488784.2415245; 27.187; 26.750; 0.437
1597488784.3551774; 27.187; 26.750; 0.437
1597488784.4496007; 27.186; 26.750; 0.436
1597488784.5840085; 27.186; 26.625; 0.561
1597488784.681681; 27.178; 26.625; 0.553
1597488784.7843518; 27.178; 26.625; 0.553
1597488784.8986933; 27.175; 26.625; 0.550
1597488785.0119598; 27.175; 26.625; 0.550
1597488785.1236756; 27.168; 26.625; 0.543
1597488785.2403927; 27.168; 26.625; 0.543
1597488785.3736327; 27.158; 26.625; 0.533
1597488785.5130599; 27.158; 26.750; 0.408
1597488785.5841684; 27.153; 26.750; 0.403
1597488785.7170126; 27.153; 26.750; 0.403
1597488785.8320773; 27.143; 26.750; 0.393
1597488785.947822; 27.143; 26.750; 0.393
1597488786.0611506; 27.147; 26.750; 0.397
1597488786.1742442; 27.147; 26.750; 0.397
1597488786.2922914; 27.131; 26.750; 0.381
1597488786.4001358; 27.131; 26.750; 0.381
1597488786.4929924; 27.131; 26.750; 0.381
1597488786.6118553; 27.131; 26.750; 0.381
1597488786.6986804; 27.127; 26.750; 0.377
1597488786.8361065; 27.127; 26.750; 0.377
1597488786.9514418; 27.109; 26.750; 0.359
1597488787.076634; 27.109; 26.750; 0.359
1597488787.1909134; 27.095; 26.750; 0.345
1597488787.294583; 27.095; 26.625; 0.470
1597488787.411905; 27.086; 26.625; 0.461
1597488787.5445557; 27.086; 26.625; 0.461
1597488787.638116; 27.087; 26.625; 0.462
1597488787.7741084; 27.087; 26.625; 0.462
1597488787.8674276; 27.095; 26.625; 0.470
1597488787.9850664; 27.095; 26.625; 0.470
1597488788.0789819; 27.083; 26.625; 0.458
1597488788.2282786; 27.083; 26.812; 0.271
1597488788.3403227; 27.073; 26.812; 0.261
1597488788.4379535; 27.073; 26.812; 0.261
1597488788.573256; 27.061; 26.812; 0.249
1597488788.6390283; 27.061; 26.812; 0.249
1597488788.7789524; 27.007; 26.812; 0.195
1597488788.894797; 27.007; 26.812; 0.195
1597488789.0277116; 26.992; 26.750; 0.242
1597488789.1392355; 26.992; 26.750; 0.242
1597488789.25231; 26.983; 26.750; 0.233
1597488789.3641124; 26.983; 26.750; 0.233
1597488789.4799862; 26.972; 26.750; 0.222
1597488789.5945625; 26.972; 26.750; 0.222
1597488789.707398; 26.963; 26.750; 0.213
1597488789.812215; 26.963; 26.750; 0.213
1597488789.9186692; 26.959; 26.562; 0.397
1597488790.0374894; 26.959; 26.562; 0.397
1597488790.1460288; 26.958; 26.562; 0.396
1597488790.2512581; 26.958; 26.562; 0.396
1597488790.3684168; 26.964; 26.562; 0.402
1597488790.4935017; 26.964; 26.562; 0.402
1597488790.6147115; 26.991; 26.562; 0.429
1597488790.7222254; 26.991; 26.562; 0.429
1597488790.8359723; 27.028; 26.750; 0.278
1597488790.9531922; 27.028; 26.750; 0.278
1597488791.0625267; 27.044; 26.750; 0.294
1597488791.1763062; 27.044; 26.750; 0.294
1597488791.31122; 27.018; 26.750; 0.268
1597488791.428422; 27.018; 26.750; 0.268
1597488791.5417702; 26.983; 26.750; 0.233
1597488791.663737; 26.983; 26.625; 0.358
1597488791.7429454; 26.977; 26.625; 0.352
1597488791.858411; 26.977; 26.625; 0.352
1597488791.987052; 26.974; 26.625; 0.349
1597488792.1057124; 26.974; 26.625; 0.349
1597488792.217471; 26.974; 26.625; 0.349
1597488792.3260455; 26.974; 26.625; 0.349
1597488792.4282403; 26.962; 26.625; 0.337
1597488792.556947; 26.962; 26.687; 0.275
1597488792.6708066; 26.957; 26.687; 0.270
1597488792.7845774; 26.957; 26.687; 0.270
1597488792.9030042; 26.936; 26.687; 0.249
1597488793.0157819; 26.936; 26.687; 0.249
1597488793.1045365; 26.932; 26.687; 0.245
1597488793.2483068; 26.932; 26.687; 0.245
1597488793.3412716; 26.899; 26.687; 0.212
1597488793.4797091; 26.899; 26.625; 0.274
1597488793.5830889; 26.886; 26.625; 0.261
1597488793.6738718; 26.886; 26.625; 0.261
1597488793.8124094; 26.869; 26.625; 0.244
1597488793.9033055; 26.869; 26.625; 0.244
1597488794.0168746; 26.863; 26.625; 0.238
1597488794.1095974; 26.863; 26.625; 0.238
1597488794.260345; 26.833; 26.562; 0.271
1597488794.3803952; 26.833; 26.562; 0.271
1597488794.4562178; 26.829; 26.562; 0.267
1597488794.5858653; 26.829; 26.562; 0.267
1597488794.6995463; 26.839; 26.562; 0.277
1597488794.8194892; 26.839; 26.562; 0.277
1597488794.9439588; 26.830; 26.562; 0.268
1597488795.0481708; 26.830; 26.562; 0.268
1597488795.1631937; 26.800; 26.562; 0.238
1597488795.3131251; 26.800; 26.750; 0.050
1597488795.4028473; 26.763; 26.750; 0.013
1597488795.510794; 26.763; 26.750; 0.013
1597488795.6128337; 26.752; 26.750; 0.002
1597488795.7260394; 26.752; 26.750; 0.002
1597488795.8380017; 26.734; 26.750; -0.016
1597488795.9535825; 26.734; 26.750; -0.016
1597488796.0911212; 26.723; 26.750; -0.027
1597488796.20376; 26.723; 26.750; -0.027
1597488796.3005962; 26.714; 26.750; -0.036
1597488796.4144297; 26.714; 26.750; -0.036
1597488796.502318; 26.702; 26.750; -0.048
1597488796.6361935; 26.702; 26.750; -0.048
1597488796.772242; 26.699; 26.750; -0.051
1597488796.8813505; 26.699; 26.750; -0.051
1597488797.0221179; 26.704; 26.750; -0.046
1597488797.0942082; 26.704; 26.750; -0.046
1597488797.2264555; 26.701; 26.750; -0.049
1597488797.34344; 26.701; 26.750; -0.049
1597488797.4346793; 26.706; 26.750; -0.044
1597488797.570692; 26.706; 26.750; -0.044
1597488797.6606567; 26.694; 26.750; -0.056
1597488797.8162556; 26.694; 26.750; -0.056
1597488797.9065073; 26.677; 26.625; 0.052
1597488797.985121; 26.677; 26.625; 0.052
1597488798.135667; 26.656; 26.625; 0.031
1597488798.2516367; 26.656; 26.625; 0.031
1597488798.367935; 26.651; 26.625; 0.026
1597488798.481264; 26.651; 26.625; 0.026
1597488798.6060383; 26.648; 26.625; 0.023
1597488798.6887522; 26.648; 26.625; 0.023
1597488798.8242195; 26.649; 26.687; -0.038
1597488798.9357405; 26.649; 26.687; -0.038
1597488799.048958; 26.696; 26.687; 0.009
1597488799.1640258; 26.696; 26.687; 0.009
1597488799.2571719; 26.733; 26.687; 0.046
1597488799.4019656; 26.733; 26.687; 0.046
1597488799.5176468; 26.728; 26.687; 0.041
1597488799.624195; 26.728; 26.687; 0.041
1597488799.716646; 26.716; 26.687; 0.029
1597488799.84997; 26.716; 26.687; 0.029
1597488799.963896; 26.706; 26.687; 0.019
1597488800.0544727; 26.706; 26.687; 0.019
1597488800.1528893; 26.700; 26.687; 0.013
1597488800.2962236; 26.700; 26.687; 0.013
1597488800.4252505; 26.680; 26.687; -0.007
1597488800.4951189; 26.680; 26.750; -0.070
1597488800.6235726; 26.680; 26.750; -0.070
1597488800.7390497; 26.680; 26.750; -0.070
1597488800.859988; 26.674; 26.750; -0.076
1597488800.9993193; 26.674; 26.750; -0.076
1597488801.091685; 26.678; 26.750; -0.072
1597488801.203517; 26.678; 26.750; -0.072
1597488801.317129; 26.673; 26.750; -0.077
1597488801.4023364; 26.673; 26.687; -0.014
1597488801.5380638; 26.680; 26.687; -0.007
1597488801.6836238; 26.680; 26.687; -0.007
1597488801.7863588; 26.677; 26.687; -0.010
1597488801.88895; 26.677; 26.687; -0.010
1597488801.9993267; 26.675; 26.687; -0.012
1597488802.139307; 26.675; 26.687; -0.012
1597488802.2578452; 26.655; 26.687; -0.032
1597488802.3375158; 26.655; 26.687; -0.032
1597488802.471519; 26.653; 26.687; -0.034
1597488802.5598338; 26.653; 26.687; -0.034
