time; cam; ref; diff
1599383197.5444162; 27.051; 26.312; 0.739
1599383197.6644812; 27.055; 26.312; 0.743
1599383197.7705219; 27.055; 26.312; 0.743
1599383197.89034; 27.054; 26.312; 0.742
1599383197.9990916; 27.054; 26.312; 0.742
1599383198.118888; 27.055; 26.312; 0.743
1599383198.2032626; 27.055; 26.312; 0.743
1599383198.3344357; 27.048; 26.312; 0.736
1599383198.4434032; 27.048; 26.312; 0.736
1599383198.5674257; 27.054; 26.312; 0.742
1599383198.679097; 27.054; 26.312; 0.742
1599383198.791267; 27.052; 26.312; 0.740
1599383198.9108036; 27.052; 26.312; 0.740
1599383199.0101883; 27.052; 26.312; 0.740
1599383199.1378665; 27.052; 26.375; 0.677
1599383199.261529; 27.053; 26.375; 0.678
1599383199.3480017; 27.053; 26.375; 0.678
1599383199.4656777; 27.060; 26.375; 0.685
1599383199.5589113; 27.060; 26.375; 0.685
1599383199.6935372; 27.052; 26.375; 0.677
1599383199.7994173; 27.052; 26.375; 0.677
1599383199.9256124; 27.141; 26.375; 0.766
1599383200.0282147; 27.141; 26.375; 0.766
1599383200.154532; 27.119; 26.375; 0.744
1599383200.285605; 27.119; 26.375; 0.744
1599383200.3788812; 27.115; 26.375; 0.740
1599383200.4919088; 27.115; 26.375; 0.740
1599383200.6105666; 27.117; 26.375; 0.742
1599383200.7200167; 27.117; 26.375; 0.742
1599383200.8362715; 27.119; 26.375; 0.744
1599383200.9491415; 27.119; 26.312; 0.807
1599383201.0613813; 27.126; 26.312; 0.814
1599383201.1956592; 27.126; 26.312; 0.814
1599383201.2971954; 27.137; 26.312; 0.825
1599383201.416505; 27.137; 26.312; 0.825
1599383201.5231688; 27.130; 26.312; 0.818
1599383201.6407847; 27.130; 26.312; 0.818
1599383201.7452052; 27.129; 26.312; 0.817
1599383201.838308; 27.129; 26.375; 0.754
1599383201.974522; 27.138; 26.375; 0.763
1599383202.1036327; 27.138; 26.375; 0.763
1599383202.2257793; 27.174; 26.375; 0.799
1599383202.2816904; 27.174; 26.375; 0.799
1599383202.4174876; 27.176; 26.375; 0.801
1599383202.5344927; 27.176; 26.375; 0.801
1599383202.595704; 27.221; 26.375; 0.846
1599383202.7892652; 27.221; 26.375; 0.846
1599383202.8643596; 27.244; 26.375; 0.869
1599383203.0008833; 27.244; 26.375; 0.869
1599383203.125496; 27.261; 26.375; 0.886
1599383203.2356846; 27.261; 26.375; 0.886
1599383203.3483286; 27.282; 26.375; 0.907
1599383203.466431; 27.282; 26.375; 0.907
1599383203.5920134; 27.284; 26.375; 0.909
1599383203.6960196; 27.284; 26.375; 0.909
1599383203.8119595; 27.287; 26.375; 0.912
1599383203.943276; 27.287; 26.375; 0.912
1599383204.0302258; 27.293; 26.375; 0.918
1599383204.1399353; 27.293; 26.375; 0.918
1599383204.252046; 27.294; 26.375; 0.919
1599383204.3589306; 27.294; 26.375; 0.919
1599383204.4865952; 27.299; 26.375; 0.924
1599383204.5997603; 27.299; 26.375; 0.924
1599383204.7213047; 27.301; 26.375; 0.926
1599383204.7966135; 27.301; 26.375; 0.926
1599383205.0277617; 27.302; 26.375; 0.927
1599383205.1547797; 27.302; 26.375; 0.927
1599383205.2625022; 27.296; 26.375; 0.921
1599383205.4040098; 27.296; 26.437; 0.859
1599383205.5198634; 27.294; 26.437; 0.857
1599383205.6357837; 27.294; 26.437; 0.857
1599383205.7547436; 27.284; 26.437; 0.847
1599383205.8683116; 27.284; 26.437; 0.847
1599383205.9837418; 27.295; 26.437; 0.858
1599383206.0984654; 27.295; 26.437; 0.858
1599383206.1978276; 27.298; 26.437; 0.861
1599383206.317062; 27.298; 26.375; 0.923
1599383206.416408; 27.307; 26.375; 0.932
1599383206.556752; 27.307; 26.375; 0.932
1599383206.659099; 27.304; 26.375; 0.929
1599383206.7597616; 27.304; 26.375; 0.929
1599383206.9032938; 27.304; 26.375; 0.929
1599383206.9604843; 27.304; 26.375; 0.929
1599383207.1264026; 27.296; 26.437; 0.859
1599383207.1946483; 27.296; 26.437; 0.859
1599383207.3292124; 27.325; 26.437; 0.888
1599383207.4481444; 27.325; 26.437; 0.888
1599383207.5570493; 27.346; 26.437; 0.909
1599383207.683787; 27.346; 26.437; 0.909
1599383207.772486; 27.362; 26.437; 0.925
1599383207.8912625; 27.362; 26.437; 0.925
1599383207.991077; 27.363; 26.437; 0.926
1599383208.1391554; 27.363; 26.375; 0.988
1599383208.230732; 27.360; 26.375; 0.985
1599383208.3357077; 27.360; 26.375; 0.985
1599383208.491749; 27.358; 26.375; 0.983
1599383208.5933223; 27.358; 26.375; 0.983
1599383208.7105427; 27.379; 26.375; 1.004
1599383208.822893; 27.379; 26.375; 1.004
1599383208.9236264; 27.372; 26.375; 0.997
1599383209.030107; 27.372; 26.375; 0.997
1599383209.1710742; 27.378; 26.375; 1.003
1599383209.2634897; 27.378; 26.375; 1.003
1599383209.3845654; 27.365; 26.375; 0.990
1599383209.4983385; 27.365; 26.375; 0.990
1599383209.5995836; 27.372; 26.375; 0.997
1599383209.7222633; 27.372; 26.375; 0.997
1599383209.8359642; 27.367; 26.250; 1.117
1599383209.9607468; 27.367; 26.250; 1.117
1599383210.0909073; 27.367; 26.250; 1.117
1599383210.2019575; 27.367; 26.250; 1.117
1599383210.3124244; 27.386; 26.250; 1.136
1599383210.4201396; 27.386; 26.250; 1.136
1599383210.5330603; 27.420; 26.250; 1.170
1599383210.6173255; 27.420; 26.250; 1.170
1599383210.7365108; 27.425; 26.250; 1.175
1599383210.8619378; 27.425; 26.250; 1.175
1599383210.9543512; 27.426; 26.250; 1.176
1599383211.1097186; 27.426; 26.250; 1.176
1599383211.2277918; 27.441; 26.250; 1.191
1599383211.3367486; 27.441; 26.250; 1.191
1599383211.440639; 27.452; 26.250; 1.202
1599383211.5747175; 27.452; 26.375; 1.077
1599383211.631371; 27.458; 26.375; 1.083
1599383211.7908065; 27.458; 26.375; 1.083
1599383211.8869305; 27.513; 26.375; 1.138
1599383211.9821188; 27.513; 26.375; 1.138
1599383212.1156976; 27.498; 26.375; 1.123
1599383212.2448125; 27.498; 26.375; 1.123
1599383212.3219075; 27.461; 26.375; 1.086
1599383212.4462488; 27.461; 26.250; 1.211
1599383212.5758064; 27.440; 26.250; 1.190
1599383212.7055967; 27.440; 26.250; 1.190
1599383212.7998118; 27.418; 26.250; 1.168
1599383212.923653; 27.418; 26.250; 1.168
1599383213.0405676; 27.414; 26.250; 1.164
1599383213.1406653; 27.414; 26.250; 1.164
1599383213.2555697; 27.419; 26.250; 1.169
1599383213.3679678; 27.419; 26.437; 0.982
1599383213.4824944; 27.425; 26.437; 0.988
1599383213.611549; 27.425; 26.437; 0.988
1599383213.67813; 27.423; 26.437; 0.986
1599383213.8564634; 27.423; 26.437; 0.986
1599383213.9264648; 27.434; 26.437; 0.997
1599383214.0518835; 27.434; 26.437; 0.997
1599383214.1571386; 27.450; 26.437; 1.013
1599383214.2802393; 27.450; 26.375; 1.075
1599383214.372294; 27.447; 26.375; 1.072
1599383214.4989328; 27.447; 26.375; 1.072
1599383214.6024008; 27.468; 26.375; 1.093
1599383214.7577724; 27.468; 26.375; 1.093
1599383214.847234; 27.467; 26.375; 1.092
1599383214.9526353; 27.467; 26.375; 1.092
1599383215.0873218; 27.469; 26.437; 1.032
1599383215.20116; 27.469; 26.437; 1.032
1599383215.3065977; 27.462; 26.437; 1.025
1599383215.399554; 27.462; 26.437; 1.025
1599383215.4916832; 27.467; 26.437; 1.030
1599383215.6634352; 27.467; 26.437; 1.030
1599383215.7625737; 27.473; 26.437; 1.036
1599383215.8945186; 27.473; 26.437; 1.036
1599383216.0075421; 27.462; 26.312; 1.150
1599383216.0740728; 27.462; 26.312; 1.150
1599383216.233087; 27.462; 26.312; 1.150
1599383216.3486207; 27.462; 26.312; 1.150
1599383216.441189; 27.466; 26.312; 1.154
1599383216.5384429; 27.466; 26.312; 1.154
1599383216.6737566; 27.486; 26.312; 1.174
1599383216.7881627; 27.486; 26.312; 1.174
1599383216.901665; 27.486; 26.375; 1.111
1599383216.9741728; 27.486; 26.375; 1.111
1599383217.1361935; 27.490; 26.375; 1.115
1599383217.2660484; 27.490; 26.375; 1.115
1599383217.358244; 27.500; 26.375; 1.125
1599383217.4514818; 27.500; 26.375; 1.125
1599383217.567865; 27.492; 26.375; 1.117
1599383217.6998906; 27.492; 26.375; 1.117
1599383217.7932208; 27.488; 26.375; 1.113
1599383217.9272153; 27.488; 26.375; 1.113
1599383218.040634; 27.475; 26.375; 1.100
1599383218.159198; 27.475; 26.375; 1.100
1599383218.2953475; 27.468; 26.375; 1.093
1599383218.37814; 27.468; 26.375; 1.093
1599383218.4914973; 27.465; 26.375; 1.090
1599383218.6236925; 27.465; 26.375; 1.090
1599383218.7051976; 27.456; 26.375; 1.081
1599383218.8402338; 27.456; 26.375; 1.081
1599383218.931127; 27.453; 26.375; 1.078
1599383219.068219; 27.453; 26.375; 1.078
1599383219.2185419; 27.470; 26.375; 1.095
1599383219.2896562; 27.470; 26.375; 1.095
1599383219.38803; 27.465; 26.375; 1.090
1599383219.5306427; 27.465; 26.437; 1.028
1599383219.6428044; 27.457; 26.437; 1.020
1599383219.7562778; 27.457; 26.437; 1.020
1599383219.871168; 27.455; 26.437; 1.018
1599383219.9574938; 27.455; 26.437; 1.018
1599383220.0900586; 27.447; 26.437; 1.010
1599383220.2352552; 27.447; 26.437; 1.010
1599383220.3201041; 27.440; 26.437; 1.003
1599383220.394206; 27.440; 26.375; 1.065
1599383220.5286765; 27.452; 26.375; 1.077
1599383220.6718695; 27.452; 26.375; 1.077
1599383220.7828145; 27.449; 26.375; 1.074
1599383220.9021146; 27.449; 26.375; 1.074
1599383220.9938388; 27.451; 26.375; 1.076
1599383221.1406476; 27.451; 26.375; 1.076
1599383221.2267504; 27.443; 26.375; 1.068
1599383221.3448226; 27.443; 26.375; 1.068
1599383221.4708273; 27.431; 26.375; 1.056
1599383221.5317223; 27.431; 26.375; 1.056
1599383221.6756275; 27.417; 26.375; 1.042
1599383221.8118207; 27.417; 26.375; 1.042
1599383221.8963046; 27.409; 26.375; 1.034
1599383222.0642757; 27.409; 26.375; 1.034
1599383222.1320343; 27.408; 26.312; 1.096
1599383222.2512488; 27.408; 26.312; 1.096
1599383222.3763764; 27.401; 26.312; 1.089
1599383222.4706078; 27.401; 26.312; 1.089
1599383222.6104999; 27.407; 26.312; 1.095
1599383222.7188363; 27.407; 26.312; 1.095
1599383222.841431; 27.413; 26.312; 1.101
1599383222.961734; 27.413; 26.312; 1.101
1599383223.0568795; 27.405; 26.375; 1.030
1599383223.177122; 27.405; 26.375; 1.030
1599383223.3020382; 27.429; 26.375; 1.054
1599383223.4042742; 27.429; 26.375; 1.054
1599383223.5184863; 27.446; 26.375; 1.071
1599383223.6176727; 27.446; 26.375; 1.071
1599383223.724867; 27.446; 26.375; 1.071
1599383223.8655329; 27.446; 26.437; 1.009
1599383223.95892; 27.462; 26.437; 1.025
1599383224.0913653; 27.462; 26.437; 1.025
1599383224.1995773; 27.457; 26.437; 1.020
1599383224.3195858; 27.457; 26.437; 1.020
1599383224.412481; 27.474; 26.437; 1.037
1599383224.5356538; 27.474; 26.437; 1.037
1599383224.660264; 27.495; 26.437; 1.058
1599383224.7770371; 27.495; 26.375; 1.120
1599383224.8866634; 27.495; 26.375; 1.120
1599383225.0063264; 27.495; 26.375; 1.120
1599383225.1249545; 27.492; 26.375; 1.117
1599383225.220782; 27.492; 26.375; 1.117
1599383225.3205862; 27.496; 26.375; 1.121
1599383225.470317; 27.496; 26.375; 1.121
1599383225.5833113; 27.488; 26.375; 1.113
1599383225.664681; 27.488; 26.437; 1.051
1599383225.789784; 27.491; 26.437; 1.054
1599383225.8640199; 27.491; 26.437; 1.054
1599383225.9989157; 27.483; 26.437; 1.046
1599383226.131528; 27.483; 26.437; 1.046
1599383226.2282426; 27.480; 26.437; 1.043
1599383226.3696923; 27.480; 26.437; 1.043
1599383226.4483912; 27.480; 26.437; 1.043
1599383226.571348; 27.480; 26.437; 1.043
1599383226.6804278; 27.510; 26.437; 1.073
1599383226.802766; 27.510; 26.437; 1.073
1599383226.9381478; 27.512; 26.437; 1.075
1599383227.0588958; 27.512; 26.437; 1.075
1599383227.1360474; 27.523; 26.437; 1.086
1599383227.2931495; 27.523; 26.437; 1.086
1599383227.4088993; 27.534; 26.437; 1.097
1599383227.4544752; 27.534; 26.437; 1.097
1599383227.601686; 27.555; 26.437; 1.118
1599383227.7181156; 27.555; 26.437; 1.118
1599383227.8521445; 27.551; 26.437; 1.114
1599383227.9549124; 27.551; 26.437; 1.114
1599383228.0459101; 27.609; 26.437; 1.172
1599383228.162435; 27.609; 26.437; 1.172
1599383228.3133237; 27.605; 26.437; 1.168
1599383228.423915; 27.605; 26.437; 1.168
1599383228.5332234; 27.602; 26.437; 1.165
1599383228.6299422; 27.602; 26.437; 1.165
1599383228.7708435; 27.586; 26.437; 1.149
1599383228.8809795; 27.586; 26.437; 1.149
1599383228.9800873; 27.580; 26.437; 1.143
1599383229.0808866; 27.580; 26.437; 1.143
1599383229.2425716; 27.575; 26.250; 1.325
1599383229.3384228; 27.575; 26.250; 1.325
1599383229.4146802; 27.555; 26.250; 1.305
1599383229.5584078; 27.555; 26.250; 1.305
1599383229.6692631; 27.536; 26.250; 1.286
1599383229.790102; 27.536; 26.250; 1.286
1599383229.892028; 27.530; 26.250; 1.280
1599383230.0191705; 27.530; 26.250; 1.280
1599383230.1518655; 27.530; 26.250; 1.280
1599383230.2367675; 27.530; 26.250; 1.280
1599383230.3481867; 27.542; 26.250; 1.292
1599383230.461934; 27.542; 26.250; 1.292
1599383230.589844; 27.549; 26.250; 1.299
1599383230.6694806; 27.549; 26.250; 1.299
1599383230.8140209; 27.563; 26.250; 1.313
1599383230.932121; 27.563; 26.375; 1.188
1599383231.0313096; 27.557; 26.375; 1.182
1599383231.1364357; 27.557; 26.375; 1.182
1599383231.2645435; 27.556; 26.375; 1.181
1599383231.3362143; 27.556; 26.375; 1.181
1599383231.4877398; 27.549; 26.375; 1.174
1599383231.5909958; 27.549; 26.375; 1.174
1599383231.722239; 27.545; 26.375; 1.170
1599383231.854948; 27.545; 26.437; 1.108
1599383231.9634788; 27.547; 26.437; 1.110
1599383232.075513; 27.547; 26.437; 1.110
1599383232.198535; 27.535; 26.437; 1.098
1599383232.3033836; 27.535; 26.437; 1.098
1599383232.4102252; 27.534; 26.437; 1.097
1599383232.5125382; 27.534; 26.437; 1.097
1599383232.579728; 27.532; 26.437; 1.095
1599383232.7415; 27.532; 26.312; 1.220
1599383232.8597522; 27.529; 26.312; 1.217
1599383232.979633; 27.529; 26.312; 1.217
1599383233.1026754; 27.532; 26.312; 1.220
1599383233.2159102; 27.532; 26.312; 1.220
1599383233.3087282; 27.526; 26.312; 1.214
1599383233.4129298; 27.526; 26.312; 1.214
1599383233.5628223; 27.525; 26.437; 1.088
1599383233.66265; 27.525; 26.437; 1.088
1599383233.753104; 27.520; 26.437; 1.083
1599383233.8666105; 27.520; 26.437; 1.083
1599383234.0243905; 27.523; 26.437; 1.086
1599383234.109157; 27.523; 26.437; 1.086
1599383234.230307; 27.523; 26.437; 1.086
1599383234.3032057; 27.523; 26.437; 1.086
1599383234.469442; 27.515; 26.250; 1.265
1599383234.5867376; 27.515; 26.250; 1.265
1599383234.703555; 27.512; 26.250; 1.262
1599383234.7606518; 27.512; 26.250; 1.262
1599383234.864688; 27.510; 26.250; 1.260
1599383235.0208414; 27.510; 26.250; 1.260
1599383235.1438863; 27.552; 26.250; 1.302
1599383235.2485492; 27.552; 26.250; 1.302
1599383235.3620818; 27.556; 26.500; 1.056
1599383235.4896622; 27.556; 26.500; 1.056
1599383235.6092305; 27.572; 26.500; 1.072
1599383235.702155; 27.572; 26.500; 1.072
1599383235.8045962; 27.592; 26.500; 1.092
1599383235.9374027; 27.592; 26.500; 1.092
1599383236.0530896; 27.587; 26.500; 1.087
1599383236.1684048; 27.587; 26.437; 1.150
1599383236.2603273; 27.575; 26.437; 1.138
1599383236.4028509; 27.575; 26.437; 1.138
1599383236.47776; 27.573; 26.437; 1.136
1599383236.6240091; 27.573; 26.437; 1.136
1599383236.7438555; 27.571; 26.437; 1.134
1599383236.8430147; 27.571; 26.437; 1.134
1599383236.9634838; 27.572; 26.437; 1.135
1599383237.0511708; 27.572; 26.375; 1.197
1599383237.1858912; 27.565; 26.375; 1.190
1599383237.3029945; 27.565; 26.375; 1.190
1599383237.4303694; 27.559; 26.375; 1.184
1599383237.4954052; 27.559; 26.375; 1.184
1599383237.6299329; 27.540; 26.375; 1.165
1599383237.7133837; 27.540; 26.375; 1.165
1599383237.8559778; 27.536; 26.375; 1.161
1599383237.971274; 27.536; 26.375; 1.161
1599383238.090518; 27.532; 26.375; 1.157
1599383238.21347; 27.532; 26.375; 1.157
1599383238.300524; 27.539; 26.375; 1.164
1599383238.443153; 27.539; 26.375; 1.164
1599383238.563116; 27.542; 26.375; 1.167
1599383238.6759782; 27.542; 26.375; 1.167
1599383238.7915828; 27.536; 26.375; 1.161
1599383238.8609903; 27.536; 26.312; 1.224
1599383239.0156903; 27.532; 26.312; 1.220
1599383239.143914; 27.532; 26.312; 1.220
1599383239.2257452; 27.530; 26.312; 1.218
1599383239.3501897; 27.530; 26.312; 1.218
1599383239.4444017; 27.528; 26.312; 1.216
1599383239.578235; 27.528; 26.312; 1.216
1599383239.70472; 27.526; 26.437; 1.089
1599383239.811833; 27.526; 26.437; 1.089
1599383239.9349904; 27.524; 26.437; 1.087
1599383240.0554721; 27.524; 26.437; 1.087
1599383240.1614673; 27.560; 26.437; 1.123
1599383240.2755144; 27.560; 26.437; 1.123
1599383240.3869932; 27.562; 26.437; 1.125
1599383240.4774847; 27.562; 26.437; 1.125
1599383240.6174417; 27.555; 26.375; 1.180
1599383240.7277212; 27.555; 26.375; 1.180
1599383240.8513055; 27.564; 26.375; 1.189
1599383240.9641037; 27.564; 26.375; 1.189
1599383241.0743232; 27.554; 26.375; 1.179
1599383241.1606066; 27.554; 26.375; 1.179
1599383241.2989013; 27.555; 26.375; 1.180
1599383241.3813138; 27.555; 26.375; 1.180
1599383241.495695; 27.583; 26.312; 1.271
1599383241.633687; 27.583; 26.312; 1.271
1599383241.7221751; 27.580; 26.312; 1.268
1599383241.887208; 27.580; 26.312; 1.268
1599383241.9828484; 27.563; 26.312; 1.251
1599383242.0472453; 27.563; 26.312; 1.251
1599383242.2077014; 27.558; 26.312; 1.246
1599383242.2962148; 27.558; 26.312; 1.246
1599383242.4180217; 27.554; 26.375; 1.179
1599383242.549435; 27.554; 26.375; 1.179
1599383242.666893; 27.564; 26.375; 1.189
1599383242.7722461; 27.564; 26.375; 1.189
1599383242.89669; 27.558; 26.375; 1.183
1599383242.9863765; 27.558; 26.375; 1.183
1599383243.1013584; 27.549; 26.375; 1.174
1599383243.1853168; 27.549; 26.375; 1.174
1599383243.343982; 27.558; 26.375; 1.183
1599383243.481133; 27.558; 26.375; 1.183
1599383243.584487; 27.566; 26.375; 1.191
1599383243.7002594; 27.566; 26.375; 1.191
1599383243.7952225; 27.558; 26.375; 1.183
1599383243.919095; 27.558; 26.375; 1.183
1599383244.0405164; 27.558; 26.375; 1.183
1599383244.1479187; 27.558; 26.375; 1.183
1599383244.2667007; 27.564; 26.375; 1.189
1599383244.3799872; 27.564; 26.375; 1.189
1599383244.5057907; 27.578; 26.375; 1.203
1599383244.5905776; 27.578; 26.375; 1.203
1599383244.7124038; 27.573; 26.375; 1.198
1599383244.782528; 27.573; 26.375; 1.198
1599383244.913994; 27.587; 26.375; 1.212
1599383245.0409145; 27.587; 26.312; 1.275
1599383245.168268; 27.598; 26.312; 1.286
1599383245.2583766; 27.598; 26.312; 1.286
1599383245.3997993; 27.593; 26.312; 1.281
1599383245.524233; 27.593; 26.312; 1.281
1599383245.5967948; 27.583; 26.312; 1.271
1599383245.7363944; 27.583; 26.312; 1.271
1599383245.8317657; 27.568; 26.312; 1.256
1599383245.9471877; 27.568; 26.375; 1.193
1599383246.0837617; 27.571; 26.375; 1.196
1599383246.1701448; 27.571; 26.375; 1.196
1599383246.303338; 27.564; 26.375; 1.189
1599383246.443706; 27.564; 26.375; 1.189
1599383246.5192008; 27.557; 26.375; 1.182
1599383246.6512237; 27.557; 26.375; 1.182
1599383246.7475054; 27.552; 26.312; 1.240
1599383246.8831253; 27.552; 26.312; 1.240
1599383246.997628; 27.552; 26.312; 1.240
1599383247.0792773; 27.552; 26.312; 1.240
1599383247.1937673; 27.559; 26.312; 1.247
1599383247.326403; 27.559; 26.312; 1.247
1599383247.4397101; 27.560; 26.312; 1.248
1599383247.5828102; 27.560; 26.312; 1.248
1599383247.65849; 27.547; 26.437; 1.110
1599383247.7928789; 27.547; 26.437; 1.110
1599383247.8991137; 27.534; 26.437; 1.097
1599383248.0197537; 27.534; 26.437; 1.097
